=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;LARGEST_MAGNITUDE;0.2;156.0;309.0;173.0;36.173805;7.2347593;326.0
1;1.0;LARGEST_MAGNITUDE;0.2;171.0;318.0;175.0;36.315823;7.263167;322.0
2;1.0;LARGEST_MAGNITUDE;0.2;170.0;342.0;159.0;33.107067;6.6214137;331.0
3;1.0;LARGEST_MAGNITUDE;0.2;185.0;325.0;168.0;36.679478;7.335896;308.0
4;1.0;LARGEST_MAGNITUDE;0.2;171.0;335.0;184.0;33.06115;6.61223;348.0
5;1.0;LARGEST_MAGNITUDE;0.2;173.0;332.0;182.0;36.79464;7.3589287;341.0
6;1.0;LARGEST_MAGNITUDE;0.2;182.0;350.0;176.0;38.772694;7.754539;344.0
7;1.0;LARGEST_MAGNITUDE;0.2;168.0;347.0;176.0;36.546707;7.3093405;355.0
8;1.0;LARGEST_MAGNITUDE;0.2;167.0;338.0;147.0;31.479591;6.2959185;318.0
9;1.0;LARGEST_MAGNITUDE;0.2;171.0;312.0;186.0;31.678207;6.335642;327.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;LARGEST_MAGNITUDE;0.2;153.0;302.0;171.0;35.180973;7.036193;320.0
1;1.0;LARGEST_MAGNITUDE;0.2;171.0;318.0;175.0;36.315823;7.263167;322.0
2;1.0;LARGEST_MAGNITUDE;0.2;170.0;342.0;159.0;33.107067;6.6214137;331.0
3;1.0;LARGEST_MAGNITUDE;0.2;183.0;322.0;166.0;35.898117;7.1796236;305.0
4;1.0;LARGEST_MAGNITUDE;0.2;169.0;331.0;183.0;32.864017;6.5728035;345.0
5;1.0;LARGEST_MAGNITUDE;0.2;171.0;328.0;179.0;35.635143;7.127029;336.0
6;1.0;LARGEST_MAGNITUDE;0.2;178.0;344.0;175.0;37.678036;7.5356073;341.0
7;1.0;LARGEST_MAGNITUDE;0.2;168.0;347.0;176.0;36.546707;7.3093405;355.0
8;1.0;LARGEST_MAGNITUDE;0.2;166.0;333.0;146.0;31.427979;6.285596;313.0
9;1.0;LARGEST_MAGNITUDE;0.2;171.0;312.0;186.0;31.678207;6.335642;327.0

0;0;LARGEST_MAGNITUDE;[];[]
3;1;LARGEST_MAGNITUDE;[(232027702,0.3280),(232031729,0.1756),(232029749,0.1320),(232027975,0.1039),(231042111,0.0984),(231045232,0.0968),(232028495,0.0932),(400009319,0.0874),(231042643,0.0860),(231044792,0.0553),(231040653,0.0542),(231040210,0.0502),(231039961,0.0502),(231041734,0.0484),(231039654,0.0448),(231042456,0.0345),(231040766,0.0323),(232028170,0.0323),(231040843,0.0323),(231041544,0.0323),(232029969,0.0266),(231041630,0.0260),(231043531,0.0233),(231040563,0.0233),(232028774,0.0222),(231045020,0.0179),(244068099,0.0178),(231042403,0.0144),(400000890,0.0143),(231043986,0.0143),(232028572,0.0143),(232028453,0.0132),(232027963,0.0121),(232030748,0.0085),(231040909,0.0081),(232029716,0.0077),(242109259,0.0062),(232029847,0.0058),(232030949,0.0043),(232028683,0.0036),(232030520,0.0036),(242002966,0.0035),(232032377,0.0019),(232032701,0.0000),(231042871,0.0000),(232031848,0.0000),(231040001,0.0000),(281000666,0.0000),(232030132,0.0000)];[(232027702,0.3280),(232031729,0.1756),(232029749,0.1320),(232027975,0.1039),(231042111,0.0984)]
3;2;LARGEST_MAGNITUDE;[(231042364,0.3190),(231040268,0.2473),(231041879,0.2222),(231040255,0.1973),(231039950,0.1756),(231042075,0.1756),(231041870,0.1398),(231042510,0.1219),(231041674,0.1219),(231044138,0.1039),(232027887,0.0924),(231039971,0.0860),(231039639,0.0860),(232027473,0.0860),(232031280,0.0832),(231043359,0.0681),(231042046,0.0681),(231040649,0.0430),(232028148,0.0412),(232031010,0.0407),(231040032,0.0364),(232028449,0.0323),(231045095,0.0323),(242108138,0.0278),(232027487,0.0272),(231042224,0.0251),(231040764,0.0251),(231042030,0.0244),(242003287,0.0225),(231044333,0.0215),(231043756,0.0206),(231039657,0.0155),(231043850,0.0143),(231044201,0.0143),(232032600,0.0143),(232031358,0.0130),(244074580,0.0126),(232030962,0.0094),(235813450,0.0091),(232030881,0.0090),(239016078,0.0069),(232027475,0.0064),(232030299,0.0054),(232029151,0.0053),(231039859,0.0052),(400008815,0.0023),(232031063,0.0019),(232030229,0.0015),(232032618,0.0000)];[(231042364,0.3190),(231040268,0.2473),(231041879,0.2222),(231040255,0.1973),(231039950,0.1756)]
3;3;LARGEST_MAGNITUDE;[(231043680,0.5341),(231039980,0.3190),(231040869,0.2832),(231042166,0.1756),(231040840,0.1039),(231041430,0.0902),(231043640,0.0899),(231041966,0.0860),(231040736,0.0681),(232031207,0.0681),(231042655,0.0609),(231044441,0.0502),(231043537,0.0502),(231044538,0.0502),(231044420,0.0502),(231041535,0.0502),(231040015,0.0502),(231042300,0.0502),(400010993,0.0502),(231044838,0.0502),(231042278,0.0438),(231042199,0.0394),(231045405,0.0394),(231042892,0.0323),(231043513,0.0323),(232028196,0.0323),(231040646,0.0323),(232030504,0.0311),(231039863,0.0301),(232031311,0.0284),(232027541,0.0266),(231040191,0.0263),(231041501,0.0260),(232030431,0.0251),(242003329,0.0236),(231041859,0.0226),(400006329,0.0216),(232028883,0.0143),(231042695,0.0143),(231042685,0.0117),(232028364,0.0069),(232031455,0.0047),(242003806,0.0046),(232029780,0.0044),(235813383,0.0026),(231044820,0.0023),(242108635,0.0009),(232031540,0.0000),(232030826,0.0000),(232032230,0.0000)];[(231043680,0.5341),(231039980,0.3190),(231040869,0.2832),(231042166,0.1756),(231040840,0.1039)]
3;4;LARGEST_MAGNITUDE;[(231043480,1.0000),(231042193,0.4194),(231041094,0.1326),(231041331,0.1111),(232029470,0.1085),(231039675,0.1039),(231040666,0.1039),(231040251,0.1039),(231041579,0.1039),(232027672,0.0904),(231040173,0.0681),(231042774,0.0681),(231042033,0.0681),(231044931,0.0681),(231044167,0.0681),(232027660,0.0623),(232029116,0.0605),(231044753,0.0502),(232030967,0.0493),(231040043,0.0430),(232029765,0.0323),(232031981,0.0279),(232032472,0.0233),(231043910,0.0215),(232027572,0.0215),(242108757,0.0194),(231040314,0.0190),(231040826,0.0165),(231043871,0.0143),(232028572,0.0143),(232029121,0.0143),(231041062,0.0130),(231043993,0.0093),(231040220,0.0090),(232029313,0.0082),(232029757,0.0077),(232028637,0.0071),(248015808,0.0061),(231042583,0.0043),(231044659,0.0042),(232027704,0.0036),(232027916,0.0036),(232028055,0.0026),(232028322,0.0023),(232030722,0.0016),(232027921,0.0000),(232031924,0.0000),(232032190,0.0000),(232030517,0.0000)];[(231043480,1.0000),(231042193,0.4194),(231041094,0.1326),(231041331,0.1111),(232029470,0.1085)]
3;5;LARGEST_MAGNITUDE;[(231043750,0.2070),(232030943,0.1811),(231043603,0.1756),(232027578,0.1577),(232028404,0.1577),(400007930,0.1541),(231041801,0.1039),(231039940,0.0968),(232028379,0.0867),(231040341,0.0677),(232027632,0.0645),(232028362,0.0539),(231043228,0.0502),(231044871,0.0502),(232029485,0.0394),(232031523,0.0379),(232030232,0.0362),(231041785,0.0357),(232027996,0.0344),(232028068,0.0323),(232032194,0.0296),(231040763,0.0269),(231045804,0.0251),(232027591,0.0215),(232029438,0.0215),(232028895,0.0214),(231044309,0.0207),(232027886,0.0143),(232028377,0.0143),(231040587,0.0143),(232030080,0.0143),(231043985,0.0143),(231043518,0.0143),(232030557,0.0143),(242002994,0.0141),(232027550,0.0123),(232027908,0.0101),(231042233,0.0072),(232030044,0.0063),(232029929,0.0061),(231042369,0.0036),(232031832,0.0032),(232028123,0.0030),(232031096,0.0021),(235813386,0.0020),(232028251,0.0019),(235813272,0.0019),(231044160,0.0006),(232031968,0.0000),(231042975,0.0000)];[(231043750,0.2070),(232030943,0.1811),(231043603,0.1756),(232027578,0.1577),(232028404,0.1577)]
3;6;LARGEST_MAGNITUDE;[(236002425,0.2360),(231042472,0.1925),(231043746,0.1452),(232028298,0.1219),(231045477,0.1122),(231045232,0.0968),(231040384,0.0867),(231040284,0.0860),(232031270,0.0785),(232028645,0.0704),(244075246,0.0575),(231043852,0.0502),(231042847,0.0502),(231039843,0.0502),(231041036,0.0502),(231044496,0.0502),(232031717,0.0502),(231044817,0.0502),(232028947,0.0357),(231041210,0.0340),(231040789,0.0323),(232027712,0.0323),(231042626,0.0323),(232029060,0.0323),(232029979,0.0323),(231040139,0.0323),(231040105,0.0323),(232027832,0.0308),(231041394,0.0269),(231045796,0.0251),(231040156,0.0143),(232029568,0.0143),(231045361,0.0143),(232030080,0.0143),(232028620,0.0124),(242108424,0.0093),(232028413,0.0072),(248016054,0.0058),(232027913,0.0054),(232027607,0.0048),(231040279,0.0031),(232027795,0.0029),(232028360,0.0021),(232030079,0.0011),(232032009,0.0010),(231042558,0.0000),(232030647,0.0000),(232032618,0.0000),(231039877,0.0000),(400010549,0.0000)];[(236002425,0.2360),(231042472,0.1925),(231043746,0.1452),(232028298,0.1219),(231045477,0.1122)]
3;7;LARGEST_MAGNITUDE;[(231041128,0.3154),(265001046,0.1642),(232030418,0.1595),(232030695,0.1398),(231041100,0.1398),(232027729,0.1039),(231043677,0.1039),(231045030,0.1039),(232030929,0.0865),(232027930,0.0860),(232029091,0.0681),(232028600,0.0681),(231040853,0.0657),(232032307,0.0643),(232032184,0.0570),(231040101,0.0502),(232029183,0.0502),(231042749,0.0502),(231042862,0.0502),(231040699,0.0502),(231041469,0.0466),(231040603,0.0388),(231041027,0.0358),(232027814,0.0348),(232028407,0.0323),(232028170,0.0323),(231042582,0.0323),(232028057,0.0323),(231043647,0.0287),(231042639,0.0262),(231040791,0.0226),(231040798,0.0179),(231043858,0.0143),(231042695,0.0143),(231041829,0.0143),(231043029,0.0125),(232027550,0.0123),(232028479,0.0096),(231045184,0.0085),(242003228,0.0060),(232027651,0.0055),(231043519,0.0054),(244074872,0.0047),(232030133,0.0037),(231040921,0.0022),(232030701,0.0020),(400008813,0.0014),(291036715,0.0013),(232032552,0.0011),(232031874,0.0000)];[(231041128,0.3154),(265001046,0.1642),(232030418,0.1595),(232030695,0.1398),(231041100,0.1398)]
3;8;LARGEST_MAGNITUDE;[(231041411,0.2652),(231042905,0.1756),(231040367,0.1756),(231043178,0.1577),(232028621,0.1541),(207009835,0.1421),(231041257,0.1219),(232028178,0.1167),(231040456,0.1147),(231041357,0.1093),(232027499,0.0681),(231044332,0.0681),(231044274,0.0681),(232028810,0.0681),(231044205,0.0681),(231042961,0.0502),(232031447,0.0502),(231042981,0.0502),(232029048,0.0502),(231041327,0.0502),(232028875,0.0502),(231044221,0.0502),(232027732,0.0319),(232029486,0.0308),(232031981,0.0279),(231041135,0.0251),(231042651,0.0244),(232027834,0.0239),(232030322,0.0233),(231040791,0.0226),(232031404,0.0215),(232031755,0.0205),(231040759,0.0203),(297102715,0.0172),(231045375,0.0143),(242108516,0.0137),(245018982,0.0115),(232031609,0.0108),(232029059,0.0101),(231041642,0.0086),(232031228,0.0059),(232027776,0.0054),(232029680,0.0023),(232031279,0.0000),(231044290,0.0000),(232028904,0.0000),(232029467,0.0000),(232030535,0.0000),(232031021,0.0000),(232030810,0.0000)];[(231041411,0.2652),(231042905,0.1756),(231040367,0.1756),(231043178,0.1577),(232028621,0.1541)]
3;9;LARGEST_MAGNITUDE;[(231041868,0.6416),(231040727,0.3548),(232029211,0.1398),(231044255,0.1039),(231043052,0.1004),(231039915,0.0860),(232028856,0.0860),(232030763,0.0860),(231045615,0.0789),(231043653,0.0717),(231045264,0.0681),(231039908,0.0609),(400006691,0.0538),(231044418,0.0502),(232027711,0.0502),(232030581,0.0502),(231042785,0.0502),(231042743,0.0502),(232029919,0.0471),(231041889,0.0466),(231040241,0.0432),(231039695,0.0430),(261001499,0.0337),(232027861,0.0323),(231043678,0.0323),(231044038,0.0323),(400003129,0.0323),(232029765,0.0323),(231039669,0.0278),(231045434,0.0269),(232029077,0.0237),(231041965,0.0233),(232031566,0.0217),(231041161,0.0143),(232028857,0.0143),(232030154,0.0129),(231039854,0.0125),(231040037,0.0119),(242003200,0.0113),(232031345,0.0108),(232027462,0.0108),(231042411,0.0075),(244075558,0.0041),(232031210,0.0029),(242002703,0.0026),(400007807,0.0018),(242108857,0.0006),(232032451,0.0004),(248016823,0.0000),(231039707,0.0000)];[(231041868,0.6416),(231040727,0.3548),(232029211,0.1398),(231044255,0.1039),(231043052,0.1004)]
4;0;LARGEST_MAGNITUDE;[(231039820,1.0000),(231041890,0.5072),(231045339,0.2115),(231041354,0.1989),(231045125,0.1398),(231043172,0.1398),(231041648,0.1004),(232031275,0.0860),(232031330,0.0860),(232028662,0.0780),(297102602,0.0681),(232028412,0.0681),(231041313,0.0502),(231041693,0.0502),(231042315,0.0502),(232028529,0.0502),(231040072,0.0502),(231045071,0.0346),(231045095,0.0323),(232029115,0.0323),(231041659,0.0323),(231040105,0.0323),(286014997,0.0321),(232027685,0.0262),(231040780,0.0248),(232028707,0.0220),(232030825,0.0185),(231040790,0.0165),(232027867,0.0151),(231045436,0.0143),(232029600,0.0143),(231042027,0.0143),(232028314,0.0143),(231039854,0.0125),(232031018,0.0108),(232029059,0.0101),(232028004,0.0097),(232030962,0.0094),(232027476,0.0064),(232031464,0.0058),(232029945,0.0055),(231045911,0.0055),(232029809,0.0024),(232028360,0.0021),(231042338,0.0014),(232031258,0.0014),(231042057,0.0012),(232027933,0.0007),(242108281,0.0000),(231042012,0.0000)];[(231039820,1.0000),(231041890,0.5072),(231045339,0.2115),(231041354,0.1989),(231045125,0.1398)]
4;1;LARGEST_MAGNITUDE;[(232027702,0.3280),(232031729,0.1756),(232029749,0.1320),(232027975,0.1039),(231042111,0.0984),(231045232,0.0968),(232028495,0.0932),(400009319,0.0874),(231042643,0.0860),(231044792,0.0553),(231040653,0.0542),(231040210,0.0502),(231039961,0.0502),(231041734,0.0484),(231039654,0.0448),(231042456,0.0345),(231040766,0.0323),(232028170,0.0323),(231040843,0.0323),(231041544,0.0323),(232029969,0.0266),(231041630,0.0260),(231043531,0.0233),(231040563,0.0233),(232028774,0.0222),(231045020,0.0179),(244068099,0.0178),(231042403,0.0144),(400000890,0.0143),(231043986,0.0143),(232028572,0.0143),(232028453,0.0132),(232027963,0.0121),(232030748,0.0085),(231040909,0.0081),(232029716,0.0077),(242109259,0.0062),(232029847,0.0058),(232030949,0.0043),(232028683,0.0036),(232030520,0.0036),(242002966,0.0035),(232032377,0.0019),(232032701,0.0000),(231042871,0.0000),(232031848,0.0000),(231040001,0.0000),(281000666,0.0000),(232030132,0.0000)];[(232027702,0.3280),(232031729,0.1756),(232029749,0.1320),(232027975,0.1039),(231042111,0.0984)]
4;2;LARGEST_MAGNITUDE;[(231042364,0.3190),(231040268,0.2473),(231041879,0.2222),(231040255,0.1973),(231039950,0.1756),(231042075,0.1756),(231041870,0.1398),(231042510,0.1219),(231041674,0.1219),(231044138,0.1039),(232027887,0.0924),(231039971,0.0860),(231039639,0.0860),(232027473,0.0860),(232031280,0.0832),(231043359,0.0681),(231042046,0.0681),(231040649,0.0430),(232028148,0.0412),(232031010,0.0407),(231040032,0.0364),(232028449,0.0323),(231045095,0.0323),(242108138,0.0278),(232027487,0.0272),(231042224,0.0251),(231040764,0.0251),(231042030,0.0244),(242003287,0.0225),(231044333,0.0215),(231043756,0.0206),(231039657,0.0155),(231043850,0.0143),(231044201,0.0143),(232032600,0.0143),(232031358,0.0130),(244074580,0.0126),(232030962,0.0094),(235813450,0.0091),(232030881,0.0090),(239016078,0.0069),(232027475,0.0064),(232030299,0.0054),(232029151,0.0053),(231039859,0.0052),(400008815,0.0023),(232031063,0.0019),(232030229,0.0015),(232032618,0.0000)];[(231042364,0.3190),(231040268,0.2473),(231041879,0.2222),(231040255,0.1973),(231039950,0.1756)]
4;3;LARGEST_MAGNITUDE;[(231043680,0.5341),(231039980,0.3190),(231040869,0.2832),(231042166,0.1756),(231040840,0.1039),(231041430,0.0902),(231043640,0.0899),(231041966,0.0860),(231040736,0.0681),(232031207,0.0681),(231042655,0.0609),(231044441,0.0502),(231043537,0.0502),(231044538,0.0502),(231044420,0.0502),(231041535,0.0502),(231040015,0.0502),(231042300,0.0502),(400010993,0.0502),(231044838,0.0502),(231042278,0.0438),(231042199,0.0394),(231045405,0.0394),(231042892,0.0323),(231043513,0.0323),(232028196,0.0323),(231040646,0.0323),(232030504,0.0311),(231039863,0.0301),(232031311,0.0284),(232027541,0.0266),(231040191,0.0263),(231041501,0.0260),(232030431,0.0251),(242003329,0.0236),(231041859,0.0226),(400006329,0.0216),(232028883,0.0143),(231042695,0.0143),(231042685,0.0117),(232028364,0.0069),(232031455,0.0047),(242003806,0.0046),(232029780,0.0044),(235813383,0.0026),(231044820,0.0023),(242108635,0.0009),(232031540,0.0000),(232030826,0.0000),(232032230,0.0000)];[(231043680,0.5341),(231039980,0.3190),(231040869,0.2832),(231042166,0.1756),(231040840,0.1039)]
4;4;LARGEST_MAGNITUDE;[(231039810,0.3548),(231041331,0.1111),(232029470,0.1085),(231039675,0.1039),(231040666,0.1039),(231040251,0.1039),(231039666,0.1039),(231041579,0.1039),(232027672,0.0904),(231040173,0.0681),(231042774,0.0681),(231042033,0.0681),(231044931,0.0681),(231044167,0.0681),(231041010,0.0681),(232027660,0.0623),(232029116,0.0605),(231044753,0.0502),(231040043,0.0430),(232029765,0.0323),(232031981,0.0279),(232032472,0.0233),(231043910,0.0215),(232027572,0.0215),(242108757,0.0194),(231040314,0.0190),(231040826,0.0165),(231043871,0.0143),(232028572,0.0143),(232029121,0.0143),(231041062,0.0130),(232030118,0.0094),(231043993,0.0093),(231040220,0.0090),(232029313,0.0082),(232029757,0.0077),(232028637,0.0071),(248015808,0.0061),(231042583,0.0043),(231044659,0.0042),(232027704,0.0036),(232028055,0.0026),(232028322,0.0023),(232030722,0.0016),(232027921,0.0000),(232031924,0.0000),(232032190,0.0000),(232030517,0.0000)];[(231039810,0.3548),(231041331,0.1111),(232029470,0.1085),(231039675,0.1039),(231040666,0.1039)]
4;5;LARGEST_MAGNITUDE;[(232030943,0.1811),(231043603,0.1756),(232028404,0.1577),(400007930,0.1541),(231041801,0.1039),(231039940,0.0968),(232028379,0.0867),(231040341,0.0677),(231042337,0.0664),(232027632,0.0645),(232028362,0.0539),(231043228,0.0502),(231044871,0.0502),(232029485,0.0394),(232031523,0.0379),(231041785,0.0357),(232027996,0.0344),(231041952,0.0323),(232027580,0.0323),(232028068,0.0323),(232029103,0.0323),(232032194,0.0296),(231040763,0.0269),(231045804,0.0251),(232029438,0.0215),(232028895,0.0214),(231044309,0.0207),(231042789,0.0143),(232027886,0.0143),(232028377,0.0143),(231040587,0.0143),(232030080,0.0143),(231043985,0.0143),(231043518,0.0143),(232030557,0.0143),(242002994,0.0141),(232027550,0.0123),(232027908,0.0101),(231042233,0.0072),(232030044,0.0063),(231042369,0.0036),(232031832,0.0032),(232028123,0.0030),(232031096,0.0021),(235813386,0.0020),(235813272,0.0019),(231044160,0.0006),(232031968,0.0000),(231039877,0.0000),(231042975,0.0000)];[(232030943,0.1811),(231043603,0.1756),(232028404,0.1577),(400007930,0.1541),(231041801,0.1039)]
4;6;LARGEST_MAGNITUDE;[(231039781,1.0000),(232028607,0.4158),(231040744,0.3548),(231041252,0.1398),(232028298,0.1219),(231040384,0.0867),(231040284,0.0860),(232031270,0.0785),(231040429,0.0502),(231043852,0.0502),(231039843,0.0502),(231041036,0.0502),(232028599,0.0502),(232031717,0.0502),(231044817,0.0502),(231044607,0.0502),(232028947,0.0357),(232028425,0.0346),(232027712,0.0323),(232031887,0.0323),(231042626,0.0323),(232029060,0.0323),(232029979,0.0323),(231040139,0.0323),(231040105,0.0323),(232030973,0.0279),(231041394,0.0269),(231045796,0.0251),(231039825,0.0206),(232028099,0.0143),(231040156,0.0143),(232029568,0.0143),(231045361,0.0143),(232030080,0.0143),(232028620,0.0124),(232029021,0.0096),(242108424,0.0093),(232028413,0.0072),(248016054,0.0058),(232027913,0.0054),(231040279,0.0031),(232027795,0.0029),(232028360,0.0021),(232030079,0.0011),(232032009,0.0010),(232030460,0.0007),(232032542,0.0004),(231042558,0.0000),(232030647,0.0000),(400010549,0.0000)];[(231039781,1.0000),(232028607,0.4158),(231040744,0.3548),(231041252,0.1398),(232028298,0.1219)]
4;7;LARGEST_MAGNITUDE;[(265001046,0.1642),(231041100,0.1398),(232027729,0.1039),(231043677,0.1039),(231045030,0.1039),(232030929,0.0865),(232027930,0.0860),(231041040,0.0860),(232029091,0.0681),(232028600,0.0681),(231043891,0.0681),(231042337,0.0664),(231040853,0.0657),(232032307,0.0643),(232032184,0.0570),(231040101,0.0502),(232029183,0.0502),(231042749,0.0502),(231042862,0.0502),(231040699,0.0502),(231041469,0.0466),(231041027,0.0358),(232027814,0.0348),(231041682,0.0347),(232028407,0.0323),(232028170,0.0323),(231042582,0.0323),(232028057,0.0323),(231043647,0.0287),(231042639,0.0262),(231040791,0.0226),(231040798,0.0179),(231043858,0.0143),(231042695,0.0143),(231043029,0.0125),(232027550,0.0123),(232028479,0.0096),(231045184,0.0085),(242003228,0.0060),(232027651,0.0055),(231043519,0.0054),(244074872,0.0047),(232030133,0.0037),(232030701,0.0020),(232028549,0.0016),(400008813,0.0014),(291036715,0.0013),(232032552,0.0011),(232031874,0.0000),(232030373,0.0000)];[(265001046,0.1642),(231041100,0.1398),(232027729,0.1039),(231043677,0.1039),(231045030,0.1039)]
4;8;LARGEST_MAGNITUDE;[(231040080,1.0000),(232029335,0.2832),(232028621,0.1541),(207009835,0.1421),(231041257,0.1219),(231040456,0.1147),(231041357,0.1093),(231039718,0.0681),(231044332,0.0681),(231044274,0.0681),(232028810,0.0681),(231044205,0.0681),(231042961,0.0502),(232031447,0.0502),(231042981,0.0502),(232029048,0.0502),(231041327,0.0502),(232028875,0.0502),(231044221,0.0502),(231039695,0.0430),(400009396,0.0430),(232027732,0.0319),(232029486,0.0308),(232031981,0.0279),(231041135,0.0251),(232027834,0.0239),(232030322,0.0233),(232031404,0.0215),(231040759,0.0203),(232030825,0.0185),(297102715,0.0172),(232027886,0.0143),(231045375,0.0143),(242108516,0.0137),(245018982,0.0115),(232031609,0.0108),(232029059,0.0101),(232028614,0.0096),(232031349,0.0074),(232031228,0.0059),(232027776,0.0054),(232029577,0.0039),(400008815,0.0023),(232029680,0.0023),(232031279,0.0000),(232029467,0.0000),(232030535,0.0000),(232031021,0.0000),(232030810,0.0000)];[(231040080,1.0000),(232029335,0.2832),(232028621,0.1541),(207009835,0.1421),(231041257,0.1219)]
4;9;LARGEST_MAGNITUDE;[(231041868,0.6416),(231040727,0.3548),(232029211,0.1398),(231044255,0.1039),(231043052,0.1004),(231039915,0.0860),(232028856,0.0860),(232030763,0.0860),(231045615,0.0789),(231043653,0.0717),(231045264,0.0681),(231039908,0.0609),(400006691,0.0538),(231044418,0.0502),(232027711,0.0502),(232030581,0.0502),(231042785,0.0502),(231042743,0.0502),(232029919,0.0471),(231041889,0.0466),(231040241,0.0432),(231039695,0.0430),(261001499,0.0337),(232027861,0.0323),(231043678,0.0323),(231044038,0.0323),(400003129,0.0323),(232029765,0.0323),(231039669,0.0278),(231045434,0.0269),(232029077,0.0237),(231041965,0.0233),(232031566,0.0217),(231041161,0.0143),(232028857,0.0143),(232030154,0.0129),(231039854,0.0125),(231040037,0.0119),(242003200,0.0113),(232031345,0.0108),(232027462,0.0108),(231042411,0.0075),(244075558,0.0041),(232031210,0.0029),(242002703,0.0026),(400007807,0.0018),(242108857,0.0006),(232032451,0.0004),(248016823,0.0000),(231039707,0.0000)];[(231041868,0.6416),(231040727,0.3548),(232029211,0.1398),(231044255,0.1039),(231043052,0.1004)]
5;0;LARGEST_MAGNITUDE;[(232027893,0.2146),(231041354,0.1989),(231041876,0.1398),(231045125,0.1398),(231043172,0.1398),(232029441,0.1016),(231041648,0.1004),(232031330,0.0860),(232028662,0.0780),(297102602,0.0681),(232028412,0.0681),(231040063,0.0502),(231041693,0.0502),(231042315,0.0502),(231041113,0.0502),(232028529,0.0502),(231043228,0.0502),(231040072,0.0502),(231043775,0.0430),(231045071,0.0346),(231045095,0.0323),(232029115,0.0323),(231041659,0.0323),(231040105,0.0323),(286014997,0.0321),(232027685,0.0262),(231040780,0.0248),(232030825,0.0185),(231040790,0.0165),(232027867,0.0151),(231045436,0.0143),(232029600,0.0143),(231042027,0.0143),(232028314,0.0143),(231039854,0.0125),(232031018,0.0108),(232028004,0.0097),(232030962,0.0094),(232030181,0.0072),(232027476,0.0064),(232031464,0.0058),(232029945,0.0055),(231045911,0.0055),(231044372,0.0045),(232029809,0.0024),(232028360,0.0021),(231042338,0.0014),(231042057,0.0012),(232027933,0.0007),(231042012,0.0000)];[(232027893,0.2146),(231041354,0.1989),(231041876,0.1398),(231045125,0.1398),(231043172,0.1398)]
5;1;LARGEST_MAGNITUDE;[(232027702,0.3280),(232031729,0.1756),(232029749,0.1320),(232027975,0.1039),(231042111,0.0984),(231045232,0.0968),(232028495,0.0932),(400009319,0.0874),(231042643,0.0860),(231045358,0.0631),(231044792,0.0553),(231040653,0.0542),(231040210,0.0502),(231039961,0.0502),(231041734,0.0484),(231039654,0.0448),(231042456,0.0345),(231040766,0.0323),(232028170,0.0323),(231040843,0.0323),(231041544,0.0323),(232029969,0.0266),(231041630,0.0260),(231040563,0.0233),(232028774,0.0222),(231045020,0.0179),(244068099,0.0178),(231042403,0.0144),(400000890,0.0143),(231043986,0.0143),(232028572,0.0143),(232028453,0.0132),(232027963,0.0121),(232030748,0.0085),(232027439,0.0085),(231040909,0.0081),(232029716,0.0077),(242109259,0.0062),(232029847,0.0058),(232030949,0.0043),(232028683,0.0036),(242002966,0.0035),(232032377,0.0019),(232032701,0.0000),(231042871,0.0000),(232031848,0.0000),(231040001,0.0000),(281000666,0.0000),(232030132,0.0000)];[(232027702,0.3280),(232031729,0.1756),(232029749,0.1320),(232027975,0.1039),(231042111,0.0984)]
5;2;LARGEST_MAGNITUDE;[(231040268,0.2473),(232030789,0.2115),(231040255,0.1973),(231042075,0.1756),(231041870,0.1398),(231042510,0.1219),(231041674,0.1219),(231044138,0.1039),(232027887,0.0924),(231039639,0.0860),(232027473,0.0860),(232031280,0.0832),(231040318,0.0753),(231043359,0.0681),(231042046,0.0681),(231043165,0.0609),(231039680,0.0502),(231040649,0.0430),(232028148,0.0412),(232031010,0.0407),(232030438,0.0369),(231040032,0.0364),(232028449,0.0323),(231045095,0.0323),(242108138,0.0278),(232027487,0.0272),(231042224,0.0251),(231040764,0.0251),(231042030,0.0244),(242003287,0.0225),(231044333,0.0215),(231043756,0.0206),(231042051,0.0161),(231039657,0.0155),(231043850,0.0143),(231044201,0.0143),(232032600,0.0143),(232031358,0.0130),(244074580,0.0126),(232030962,0.0094),(235813450,0.0091),(232030881,0.0090),(239016078,0.0069),(232027475,0.0064),(232030299,0.0054),(232029151,0.0053),(400008815,0.0023),(232031063,0.0019),(232032618,0.0000)];[(231040268,0.2473),(232030789,0.2115),(231040255,0.1973),(231042075,0.1756),(231041870,0.1398)]
